OTU,Domain,Phylum,Class,Order,Family,Genus
DENOVO35174,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Opitutaceae,IMCC26134
DENOVO35175,Bacteria,Chloroflexi,Dehalococcoidia,RBG-13-46-9,uncultured bacterium,uncultured bacterium
DENOVO35176,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta 2
DENOVO35177,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter
DENOVO35178,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta 2
DENOVO35179,Bacteria,Acidobacteria,Aminicenantia,Aminicenantales,,
DENOVO35180,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured
DENOVO35181,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured
DENOVO35182,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Syntrophus
DENOVO35183,Bacteria,Armatimonadetes,DG-56,uncultured bacterium,uncultured bacterium,uncultured bacterium
DENOVO35184,Bacteria,Latescibacteria,Latescibacteria,Latescibacterales,Latescibacteraceae,uncultured bacterium
DENOVO35185,Bacteria,Firmicutes,Clostridia,Clostridiales,Family XIII,Anaerovorax
DENOVO35186,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,uncultured,uncultured bacterium
DENOVO35187,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidetes BD2-2,
DENOVO35188,Bacteria,Acidobacteria,Holophagae,Subgroup 7,Ambiguous_taxa,Ambiguous_taxa
DENOVO35189,Bacteria,Actinobacteria,RBG-16-55-12,uncultured actinomycete,uncultured actinomycete,uncultured actinomycete
DENOVO35190,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,Propionivibrio
DENOVO35191,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured
DENOVO35192,Bacteria,Gemmatimonadetes,BD2-11 terrestrial group,uncultured bacterium,uncultured bacterium,uncultured bacterium
DENOVO35193,Bacteria,Proteobacteria,Deltaproteobacteria,MBNT15,uncultured bacterium,uncultured bacterium
DENOVO35194,Archaea,Euryarchaeota,Thermoplasmata,Marine Benthic Group D and DHVEG-1,uncultured archaeon,uncultured archaeon
DENOVO35195,Bacteria,Acidobacteria,Holophagae,Subgroup 7,uncultured bacterium,uncultured bacterium
DENOVO35196,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolinea
DENOVO35197,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta 2
DENOVO35198,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured
DENOVO35199,Bacteria,TA06,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
DENOVO35200,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium
DENOVO35201,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,uncultured
DENOVO35202,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,Desulfatiglans
DENOVO35203,Unclassified,,,,,
DENOVO35204,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured
DENOVO35205,Bacteria,Fibrobacteres,Fibrobacteria,Fibrobacterales,SBXY-748,uncultured organism
DENOVO35206,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,
DENOVO35207,Unclassified,,,,,
DENOVO35208,Bacteria,Chloroflexi,Dehalococcoidia,GIF9,uncultured bacterium,uncultured bacterium
DENOVO35209,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Allochromatium
DENOVO35210,Bacteria,Chloroflexi,Anaerolineae,SJA-15,uncultured bacterium,uncultured bacterium
DENOVO35211,Archaea,Euryarchaeota,Thermoplasmata,Marine Benthic Group D and DHVEG-1,uncultured archaeon,uncultured archaeon
DENOVO35212,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Pelolinea
DENOVO35213,Archaea,Nanoarchaeaeota,Woesearchaeia,Candidatus Diapherotrites archaeon ADurb.Bin253,Candidatus Diapherotrites archaeon ADurb.Bin253,Candidatus Diapherotrites archaeon ADurb.Bin253
DENOVO35214,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,SB-5,uncultured bacterium
DENOVO35215,Bacteria,Planctomycetes,Pla3 lineage,,,
DENOVO35216,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,PS-B29,uncultured bacterium
DENOVO35217,Bacteria,Acidobacteria,Aminicenantia,Aminicenantales,uncultured bacterium,uncultured bacterium
DENOVO35218,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured
DENOVO35219,Bacteria,Planctomycetes,Phycisphaerae,MSBL9,SG8-4,uncultured bacterium
DENOVO35220,Bacteria,Bacteroidetes,Ignavibacteria,SJA-28,uncultured bacterium,uncultured bacterium
DENOVO35221,Unclassified,,,,,
DENOVO35222,Unclassified,,,,,
DENOVO35223,Unclassified,,,,,
DENOVO35224,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Sulfuricellaceae,Ferritrophicum
DENOVO35225,Bacteria,Proteobacteria,Deltaproteobacteria,MBNT15,Ambiguous_taxa,Ambiguous_taxa
DENOVO35226,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,RBG-16-58-14
DENOVO35227,Bacteria,Latescibacteria,,,,
DENOVO35228,Bacteria,Acidobacteria,Aminicenantia,Aminicenantales,Ambiguous_taxa,Ambiguous_taxa
DENOVO35229,Bacteria,Latescibacteria,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
DENOVO35230,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured
DENOVO35231,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured
DENOVO35232,Bacteria,Proteobacteria,Deltaproteobacteria,Sva0485,uncultured bacterium,uncultured bacterium
DENOVO35233,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Paludibacteraceae,uncultured
DENOVO35234,Bacteria,Chloroflexi,Anaerolineae,SBR1031,uncultured bacterium,uncultured bacterium
DENOVO35235,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
DENOVO35236,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured
DENOVO35237,Bacteria,Chloroflexi,Dehalococcoidia,GIF9,uncultured bacterium,uncultured bacterium
DENOVO35238,Bacteria,Proteobacteria,Deltaproteobacteria,,,
DENOVO35239,Bacteria,Acidobacteria,Subgroup 22,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa
DENOVO35240,Bacteria,Acidobacteria,Aminicenantia,Aminicenantales,Ambiguous_taxa,Ambiguous_taxa
DENOVO35241,Bacteria,Edwardsbacteria,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
DENOVO35242,Bacteria,Acidobacteria,Acidobacteriia,Solibacterales,Solibacteraceae (Subgroup 3),GOUTB8
DENOVO35243,Bacteria,Proteobacteria,Deltaproteobacteria,Sva0485,uncultured bacterium,uncultured bacterium
DENOVO35244,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Candidatus Methylospira
DENOVO35245,Bacteria,Latescibacteria,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
DENOVO35246,Bacteria,Chloroflexi,Anaerolineae,SJA-15,uncultured bacterium,uncultured bacterium
DENOVO35247,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter
DENOVO35248,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured
DENOVO35249,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Levilinea
DENOVO35250,Bacteria,Chloroflexi,Anaerolineae,SJA-15,uncultured bacterium,uncultured bacterium
DENOVO35251,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured
DENOVO35252,Bacteria,Kiritimatiellaeota,Kiritimatiellae,WCHB1-41,uncultured bacterium,uncultured bacterium
DENOVO35253,Archaea,Asgardaeota,Odinarchaeia,uncultured euryarchaeote,uncultured euryarchaeote,uncultured euryarchaeote
DENOVO35254,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta 2
DENOVO35255,Bacteria,Acidobacteria,Aminicenantia,Aminicenantales,,
DENOVO35256,Bacteria,Bacteroidetes,Ignavibacteria,Kryptoniales,BSV26,uncultured prokaryote
DENOVO35257,Bacteria,Acidobacteria,Subgroup 25,uncultured Acidobacteria bacterium,uncultured Acidobacteria bacterium,uncultured Acidobacteria bacterium
DENOVO35258,Bacteria,Planctomycetes,Phycisphaerae,MSBL9,Ambiguous_taxa,Ambiguous_taxa
DENOVO35259,Bacteria,Lentisphaerae,Oligosphaeria,Oligosphaerales,Lenti-02,uncultured bacterium
DENOVO35260,Bacteria,Planctomycetes,Pla4 lineage,uncultured planctomycete,uncultured planctomycete,uncultured planctomycete
DENOVO35261,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,uncultured
DENOVO35262,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolinea
DENOVO35263,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium
DENOVO35264,Bacteria,Planctomycetes,Pla4 lineage,uncultured bacterium,uncultured bacterium,uncultured bacterium
DENOVO35265,Bacteria,Acidobacteria,Subgroup 6,uncultured bacterium,uncultured bacterium,uncultured bacterium
DENOVO35266,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured
DENOVO35267,Archaea,Nanoarchaeaeota,Woesearchaeia,uncultured euryarchaeote,uncultured euryarchaeote,uncultured euryarchaeote
DENOVO35268,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidetes BD2-2,uncultured bacterium
DENOVO35269,Bacteria,Zixibacteria,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
DENOVO35270,Bacteria,Zixibacteria,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
DENOVO35271,Bacteria,Latescibacteria,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
DENOVO35272,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,uncultured bacterium
DENOVO35273,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolinea
DENOVO35274,Bacteria,Latescibacteria,Latescibacteria,Latescibacterales,Latescibacteraceae,uncultured bacterium
DENOVO35275,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Syntrophus
DENOVO35276,Bacteria,Acidobacteria,Subgroup 22,uncultured bacterium,uncultured bacterium,uncultured bacterium
DENOVO35277,Bacteria,Chloroflexi,Anaerolineae,SBR1031,uncultured bacterium,uncultured bacterium
DENOVO35278,Bacteria,Dadabacteria,Dadabacteriia,Dadabacteriales,uncultured bacterium,uncultured bacterium
DENOVO35279,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium
DENOVO35280,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,Desulfuromonas
DENOVO35281,Bacteria,Chloroflexi,Dehalococcoidia,RBG-13-46-9,uncultured bacterium,uncultured bacterium
DENOVO35282,Bacteria,Chloroflexi,Anaerolineae,ADurb.Bin180,uncultured bacterium,uncultured bacterium
DENOVO35283,Bacteria,Acidobacteria,Subgroup 17,uncultured bacterium,uncultured bacterium,uncultured bacterium
DENOVO35284,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,uncultured
DENOVO35285,Unclassified,,,,,
DENOVO35286,Bacteria,Latescibacteria,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
DENOVO35287,Bacteria,Acidobacteria,Subgroup 6,Ambiguous_taxa,Ambiguous_taxa,Ambiguous_taxa
DENOVO35288,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured
DENOVO35289,Bacteria,Armatimonadetes,DG-56,uncultured bacterium,uncultured bacterium,uncultured bacterium
DENOVO35290,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured
DENOVO35291,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured
DENOVO35292,Archaea,Crenarchaeota,Bathyarchaeia,uncultured archaeon,uncultured archaeon,uncultured archaeon
DENOVO35293,Bacteria,Fibrobacteres,Fibrobacteria,Fibrobacterales,SBXY-748,uncultured organism
DENOVO35294,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,uncultured
DENOVO35295,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria Incertae Sedis,Syntrophorhabdaceae,Syntrophorhabdus
DENOVO35296,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured
DENOVO35297,Archaea,Crenarchaeota,Bathyarchaeia,uncultured archaeon,uncultured archaeon,uncultured archaeon
DENOVO35298,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Desulfovirga
DENOVO35299,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propioniciclava
DENOVO35300,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,
DENOVO35301,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,
DENOVO35302,Bacteria,Planctomycetes,Phycisphaerae,Tepidisphaerales,WD2101 soil group,uncultured bacterium
DENOVO35303,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
DENOVO35304,Bacteria,Planctomycetes,OM190,uncultured bacterium,uncultured bacterium,uncultured bacterium
DENOVO35305,Unclassified,,,,,
DENOVO35306,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
DENOVO35307,Unclassified,,,,,
DENOVO35308,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
DENOVO35309,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,
DENOVO35310,Bacteria,Proteobacteria,Alphaproteobacteria,Kordiimonadales,uncultured,
DENOVO35311,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,
DENOVO35312,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Kangiellaceae,Kangiella
DENOVO35313,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
DENOVO35314,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,uncultured
DENOVO35315,Bacteria,Proteobacteria,Alphaproteobacteria,Alteromonadales,Rhodobacteraceae,Alteromonas
DENOVO35316,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
DENOVO35317,Unclassified,,,,,
DENOVO35318,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,
DENOVO35319,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
DENOVO35320,Bacteria,Proteobacteria,Gammaproteobacteria,,,
DENOVO35321,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,
DENOVO35322,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium
DENOVO35323,Unclassified,,,,,
DENOVO35324,Unclassified,,,,,
DENOVO35325,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,
DENOVO35326,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
DENOVO35327,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,
DENOVO35328,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
DENOVO35329,Unclassified,,,,,
DENOVO35330,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,,
DENOVO35331,Unclassified,,,,,
DENOVO35332,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,
DENOVO35333,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Crocinitomix
DENOVO35334,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas
DENOVO35335,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Parvularculaceae,Parvularcula
DENOVO35336,Unclassified,,,,,
DENOVO35337,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
DENOVO35338,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Salinihabitans
DENOVO35339,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Terasakiellaceae,Terasakiella
DENOVO35340,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,
DENOVO35341,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Craurococcus
DENOVO35342,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea
DENOVO35343,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea
DENOVO35344,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
DENOVO35345,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia
DENOVO35346,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,uncultured bacterium,uncultured bacterium
DENOVO35347,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Candidatus Megaira
DENOVO35348,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Thalassolituus
DENOVO35349,Unclassified,,,,,
DENOVO35350,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Terasakiellaceae,Terasakiella
DENOVO35351,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Pseudohongiellaceae,Pseudohongiella
DENOVO35352,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Crocinitomix
DENOVO35353,Unclassified,,,,,
DENOVO35354,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Crocinitomix
DENOVO35355,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,,
DENOVO35356,Bacteria,Proteobacteria,Gammaproteobacteria,EC3,uncultured bacterium,uncultured bacterium
DENOVO35357,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Pseudofulvibacter
DENOVO35358,Bacteria,WPS-2,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
DENOVO35359,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
DENOVO35360,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,IS-44
DENOVO35361,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Ulvibacter
DENOVO35362,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
DENOVO35363,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Marinagarivorans
DENOVO35364,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
DENOVO35365,Unclassified,,,,,
DENOVO35366,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Algoriphagus
DENOVO35367,Unclassified,,,,,
DENOVO35368,Bacteria,Patescibacteria,Parcubacteria,Candidatus Campbellbacteria,uncultured bacterium,uncultured bacterium
DENOVO35369,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
DENOVO35370,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,
DENOVO35371,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11
DENOVO35372,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ambiguous_taxa
DENOVO35373,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ambiguous_taxa
DENOVO35374,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea
DENOVO35375,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,
DENOVO35376,Unclassified,,,,,
DENOVO35377,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Aestuariibacter
DENOVO35378,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
DENOVO35379,Unclassified,,,,,
DENOVO35380,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,,
DENOVO35381,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,,
DENOVO35382,Bacteria,Proteobacteria,Gammaproteobacteria,,,
DENOVO35383,Bacteria,Proteobacteria,Gammaproteobacteria,Tenderiales,Tenderiaceae,Candidatus Tenderia
DENOVO35384,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
DENOVO35385,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
DENOVO35386,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,HTCC5015
DENOVO35387,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
DENOVO35388,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassomonas
DENOVO35389,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassomonas
DENOVO35390,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,
DENOVO35391,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
DENOVO35392,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
DENOVO35393,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
DENOVO35394,Unclassified,,,,,
DENOVO35395,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,uncultured
DENOVO35396,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
DENOVO35397,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured
DENOVO35398,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
DENOVO35399,Unclassified,,,,,
DENOVO35400,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria
DENOVO35401,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,
DENOVO35402,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
DENOVO35403,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Gimesiaceae,
DENOVO35404,Unclassified,,,,,
DENOVO35405,Unclassified,,,,,
DENOVO35406,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
DENOVO35407,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
DENOVO35408,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Marinibacterium
DENOVO35409,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,
DENOVO35410,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria
DENOVO35411,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Stappiaceae,
DENOVO35412,Unclassified,,,,,
DENOVO35413,Bacteria,Proteobacteria,Alphaproteobacteria,Alteromonadales,uncultured bacterium,uncultured bacterium
DENOVO35414,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,
DENOVO35415,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oleiphilaceae,Oleiphilus
DENOVO35416,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Lutimaribacter
DENOVO35417,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,
DENOVO35418,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Nitratireductor
DENOVO35419,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Salinihabitans
DENOVO35420,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,
DENOVO35421,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
DENOVO35422,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,uncultured,uncultured Bacteroidetes bacterium
DENOVO35423,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,BD1-7 clade
DENOVO35424,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
DENOVO35425,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,
DENOVO35426,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Aestuariibacter
DENOVO35427,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Hoeflea
DENOVO35428,Unclassified,,,,,
DENOVO35429,Unclassified,,,,,
DENOVO35430,Unclassified,,,,,
DENOVO35431,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
DENOVO35432,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodovibrionales,Kiloniellaceae,Kiloniella
DENOVO35433,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,
DENOVO35434,Unclassified,,,,,
DENOVO35435,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,uncultured
DENOVO35436,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Nitratireductor
DENOVO35437,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
DENOVO35438,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,
